Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall,Temperature,Humidity
Potato,2015,Kharif,chhattisgarh,1537.0,10321,1136.0,242707.67,507.21,8.379166667,34.61,27.488,78.172
Potato,2015,Rabi,chhattisgarh,11197.0,75177,1136.0,1768118.27,3695.01,7.626818182,1.1099999999999999,23.412,49.676
Ragi,2015,Kharif,chhattisgarh,8042.0,1521,1136.0,1269912.22,2653.86,0.195,34.61,27.488,78.172
Rapeseed &Mustard,2015,Rabi,chhattisgarh,46280.0,25962,1136.0,7308074.8,15272.4,0.541111111,1.1099999999999999,23.412,49.676
Rice,2015,Kharif,chhattisgarh,3959746.0,5154328,1136.0,625283490.9,1306716.18,1.21962963,34.61,27.488,78.172
Safflower,2015,Rabi,chhattisgarh,734.0,247,1136.0,115905.94,242.22,0.3275,1.1099999999999999,23.412,49.676
Sannhamp,2015,Kharif,chhattisgarh,1312.0,621,1136.0,207177.92,432.96,0.405238095,34.61,27.488,78.172
Sesamum,2015,Kharif,chhattisgarh,19455.0,7662,1136.0,3072139.05,6420.15,0.388518519,34.61,27.488,78.172
Small millets,2015,Kharif,chhattisgarh,112804.0,18694,1136.0,17812879.64,37225.32,0.17962963,34.61,27.488,78.172
Soyabean,2015,Kharif,chhattisgarh,114985.0,40098,1136.0,18157281.35,37945.05,0.532222222,34.61,27.488,78.172
Sunflower,2015,Kharif,chhattisgarh,2471.0,808,1136.0,390195.61,815.43,0.472631579,34.61,27.488,78.172
Urad,2015,Kharif,chhattisgarh,93650.0,28058,1136.0,14788271.5,30904.5,0.322962963,34.61,27.488,78.172
Urad,2015,Rabi,chhattisgarh,3301.0,848,1136.0,521260.91,1089.33,0.263809524,1.1099999999999999,23.412,49.676
Wheat,2015,Rabi,chhattisgarh,105785.0,142329,1136.0,16704509.35,34909.05,1.522,1.1099999999999999,23.412,49.676
Arhar/Tur,2015,Kharif,gujarat,229431.0,281835,584.3,36229449.21,75712.23,1.226785714,20.63,29.242,67.41799999999999
Bajra,2015,Kharif,gujarat,147139.0,238821,584.3,23234719.49,48555.87,1.631153846,20.63,29.242,67.41799999999999
Bajra,2015,Summer,gujarat,244029.0,647095,584.3,38534619.39,80529.57,2.552222222,0.37,32.685,43.629999999999995
Castor seed,2015,Kharif,gujarat,713787.0,1410302,584.3,112714105.2,235549.71,1.929666667,20.63,29.242,67.41799999999999
Cotton(lint),2015,Kharif,gujarat,2721598.0,7542431,584.3,429767540.2,898127.34,2.913333333,20.63,29.242,67.41799999999999
Gram,2015,Rabi,gujarat,114092.0,101143,584.3,18016267.72,37650.36,0.976875,0.02,23.912,29.020000000000003
Groundnut,2015,Kharif,gujarat,1355815.0,1935562,584.3,214096746.7,447418.95,1.764193548,20.63,29.242,67.41799999999999
Groundnut,2015,Summer,gujarat,57421.0,95577,584.3,9067350.11,18948.93,1.685925926,0.37,32.685,43.629999999999995
Jowar,2015,Kharif,gujarat,74697.0,102483,584.3,11795403.27,24650.01,1.305,20.63,29.242,67.41799999999999
Jowar,2015,Rabi,gujarat,24373.0,29016,584.3,3848740.43,8043.09,1.163529412,0.02,23.912,29.020000000000003
Maize,2015,Kharif,gujarat,297588.0,393828,584.3,46992121.08,98204.04,1.486818182,20.63,29.242,67.41799999999999
Maize,2015,Rabi,gujarat,88311.0,201807,584.3,13945190.01,29142.63,2.075714286,0.02,23.912,29.020000000000003
Maize,2015,Summer,gujarat,6022.0,12876,584.3,950934.02,1987.26,2.067272727,0.37,32.685,43.629999999999995
Moong(Green Gram),2015,Kharif,gujarat,104232.0,52680,584.3,16459275.12,34396.56,0.530967742,20.63,29.242,67.41799999999999
Moong(Green Gram),2015,Summer,gujarat,25225.0,13048,584.3,3983279.75,8324.25,0.538387097,0.37,32.685,43.629999999999995
Moth,2015,Kharif,gujarat,18716.0,8913,584.3,2955443.56,6176.28,0.497,20.63,29.242,67.41799999999999
Onion,2015,Rabi,gujarat,52885.0,1424267,584.3,8351070.35,17452.05,26.94153846,0.02,23.912,29.020000000000003
Onion,2015,Summer,gujarat,10091.0,286289,584.3,1593469.81,3330.03,26.179,0.37,32.685,43.629999999999995
Other  Rabi pulses,2015,Rabi,gujarat,23418.0,17858,584.3,3697936.38,7727.94,0.725333333,0.02,23.912,29.020000000000003
Other Cereals,2015,Kharif,gujarat,4836.0,2806,584.3,763652.76,1595.88,0.598333333,20.63,29.242,67.41799999999999
Other Kharif pulses,2015,Kharif,gujarat,5517.0,2577,584.3,871189.47,1820.61,0.449,20.63,29.242,67.41799999999999
Ragi,2015,Kharif,gujarat,19235.0,15013,584.3,3037398.85,6347.55,0.766666667,20.63,29.242,67.41799999999999
Rapeseed &Mustard,2015,Rabi,gujarat,190152.0,276213,584.3,30026902.32,62750.16,1.463333333,0.02,23.912,29.020000000000003
Rice,2015,Kharif,gujarat,741042.0,1584355,584.3,117017942.2,244543.86,1.895238095,20.63,29.242,67.41799999999999
Rice,2015,Summer,gujarat,33140.0,107509,584.3,5233137.4,10936.2,3.201818182,0.37,32.685,43.629999999999995
Sesamum,2015,Kharif,gujarat,152565.0,55293,584.3,24091539.15,50346.45,0.353666667,20.63,29.242,67.41799999999999
Sesamum,2015,Summer,gujarat,10716.0,5228,584.3,1692163.56,3536.28,0.471818182,0.37,32.685,43.629999999999995
Small millets,2015,Rabi,gujarat,14582.0,18735,584.3,2302643.62,4812.06,1.245,0.02,23.912,29.020000000000003
Soyabean,2015,Kharif,gujarat,80354.0,61832,584.3,12688700.14,26516.82,0.732222222,20.63,29.242,67.41799999999999
Tobacco,2015,Kharif,gujarat,61136.0,111187,584.3,9653985.76,20174.88,1.892,20.63,29.242,67.41799999999999
Tobacco,2015,Rabi,gujarat,135711.0,270584,584.3,21430124.01,44784.63,1.715,0.02,23.912,29.020000000000003
Urad,2015,Kharif,gujarat,65221.0,38989,584.3,10299048.11,21522.93,0.6328125,20.63,29.242,67.41799999999999
Urad,2015,Summer,gujarat,2852.0,2016,584.3,450359.32,941.16,0.733333333,0.37,32.685,43.629999999999995
Wheat,2015,Rabi,gujarat,857696.0,2315849,584.3,135438775.4,283039.68,2.6759375,0.02,23.912,29.020000000000003
Arhar/Tur,2015,Kharif,haryana,4400.0,5000,426.8,694804.0,1452.0,1.127272727,14.84,30.619999999999997,50.262
Bajra,2015,Kharif,haryana,370000.0,653000,426.8,58426700.0,122100.0,1.787647059,14.84,30.619999999999997,50.262
Barley,2015,Rabi,haryana,29000.0,99000,426.8,4579390.0,9570.0,3.293636364,0.8999999999999999,18.814,30.266
Castor seed,2015,Kharif,haryana,500.0,400,426.8,78955.0,165.0,0.875,14.84,30.619999999999997,50.262
Cotton(lint),2015,Kharif,haryana,615000.0,995000,426.8,97114650.0,202950.0,1.739285714,14.84,30.619999999999997,50.262
Gram,2015,Rabi,haryana,42000.0,26000,426.8,6632220.0,13860.0,0.7025,0.8999999999999999,18.814,30.266
Groundnut,2015,Kharif,haryana,4300.0,5300,426.8,679013.0,1419.0,1.18,14.84,30.619999999999997,50.262
Horse-gram,2015,Kharif,haryana,200.0,100,426.8,31582.0,66.0,0.5,14.84,30.619999999999997,50.262
Jowar,2015,Kharif,haryana,55000.0,30000,426.8,8685050.0,18150.0,0.628888889,14.84,30.619999999999997,50.262
Maize,2015,Kharif,haryana,5800.0,17900,426.8,915878.0,1914.0,2.93,14.84,30.619999999999997,50.262
Masoor,2015,Rabi,haryana,1800.0,1300,426.8,284238.0,594.0,0.958333333,0.8999999999999999,18.814,30.266
Moong(Green Gram),2015,Kharif,haryana,9800.0,5420,426.8,1547518.0,3234.0,0.606666667,14.84,30.619999999999997,50.262
Moth,2015,Kharif,haryana,300.0,100,426.8,47373.0,99.0,0.25,14.84,30.619999999999997,50.262
Peas & beans (Pulses),2015,Kharif,haryana,14276.0,111011,426.8,2254323.16,4711.08,7.978571429,14.84,30.619999999999997,50.262
Peas & beans (Pulses),2015,Rabi,haryana,1600.0,2100,426.8,252656.0,528.0,1.38,0.8999999999999999,18.814,30.266
Rapeseed &Mustard,2015,Rabi,haryana,509000.0,820000,426.8,80376190.0,167970.0,1.64,0.8999999999999999,18.814,30.266
Rice,2015,Kharif,haryana,1353000.0,4142000,426.8,213652230.0,446490.0,2.963,14.84,30.619999999999997,50.262
Sesamum,2015,Kharif,haryana,3400.0,1620,426.8,536894.0,1122.0,0.526,14.84,30.619999999999997,50.262
Sunflower,2015,Kharif,haryana,8400.0,21500,426.8,1326444.0,2772.0,2.246666667,14.84,30.619999999999997,50.262
Urad,2015,Kharif,haryana,1600.0,560,426.8,252656.0,528.0,0.365,14.84,30.619999999999997,50.262
Wheat,2015,Rabi,haryana,2576000.0,11350000,426.8,406776160.0,850080.0,4.252857143,0.8999999999999999,18.814,30.266
other oilseeds,2015,Rabi,haryana,1000.0,1000,426.8,157910.0,330.0,1.0,0.8999999999999999,18.814,30.266
Arhar/Tur,2015,Kharif,madhya pradesh,581000.0,643987,1000.7,91745710.0,191730.0,0.976326531,37.67,27.477999999999998,74.154
Bajra,2015,Kharif,madhya pradesh,269000.0,617000,1000.7,42477790.0,88770.0,1.330714286,37.67,27.477999999999998,74.154
Barley,2015,Kharif,madhya pradesh,94000.0,273000,1000.7,14843540.0,31020.0,2.8575,37.67,27.477999999999998,74.154
Castor seed,2015,Kharif,madhya pradesh,4000.0,2000,1000.7,631640.0,1320.0,0.5,37.67,27.477999999999998,74.154
Cotton(lint),2015,Kharif,madhya pradesh,562000.0,714000,1000.7,88745420.0,185460.0,1.224545455,37.67,27.477999999999998,74.154
Gram,2015,Rabi,madhya pradesh,3018000.0,3364000,1000.7,476572380.0,995940.0,1.092156863,0.74,23.018,34.456
Groundnut,2015,Kharif,madhya pradesh,234000.0,260000,1000.7,36950940.0,77220.0,1.022592593,37.67,27.477999999999998,74.154
Horse-gram,2015,Kharif,madhya pradesh,13000.0,3376,1000.7,2052830.0,4290.0,0.258,37.67,27.477999999999998,74.154
Jowar,2015,Kharif,madhya pradesh,208000.0,400657,1000.7,32845280.0,68640.0,1.573783784,37.67,27.477999999999998,74.154
Jute,2015,Kharif,madhya pradesh,6000.0,6000,1000.7,947460.0,1980.0,1.0,37.67,27.477999999999998,74.154
Linseed,2015,Rabi,madhya pradesh,114000.0,55109,1000.7,18001740.0,37620.0,0.5675,0.74,23.018,34.456
Maize,2015,Kharif,madhya pradesh,1100000.0,3138000,1000.7,173701000.0,363000.0,2.075416667,37.67,27.477999999999998,74.154
Masoor,2015,Rabi,madhya pradesh,547000.0,613525,1000.7,86376770.0,180510.0,1.079230769,0.74,23.018,34.456
Moong(Green Gram),2015,Kharif,madhya pradesh,194000.0,54181,1000.7,30634540.0,64020.0,0.310909091,37.67,27.477999999999998,74.154
Niger seed,2015,Kharif,madhya pradesh,80000.0,22837,1000.7,12632800.0,26400.0,0.317272727,37.67,27.477999999999998,74.154
Other  Rabi pulses,2015,Rabi,madhya pradesh,39000.0,43549,1000.7,6158490.0,12870.0,1.1,0.74,23.018,34.456
Other Cereals,2015,Kharif,madhya pradesh,52000.0,41584,1000.7,8211320.0,17160.0,0.785263158,37.67,27.477999999999998,74.154
Peas & beans (Pulses),2015,Rabi,madhya pradesh,453000.0,417240,1000.7,71533230.0,149490.0,0.813488372,0.74,23.018,34.456
Rapeseed &Mustard,2015,Rabi,madhya pradesh,621000.0,667000,1000.7,98062110.0,204930.0,0.935238095,0.74,23.018,34.456
Rice,2015,Kharif,madhya pradesh,2027000.0,3546790,1000.7,320083570.0,668910.0,1.701904762,37.67,27.477999999999998,74.154
Safflower,2015,Rabi,madhya pradesh,7000.0,4291,1000.7,1105370.0,2310.0,0.615714286,0.74,23.018,34.456
Small millets,2015,Kharif,madhya pradesh,130000.0,84937,1000.7,20528300.0,42900.0,0.550526316,37.67,27.477999999999998,74.154
Soyabean,2015,Kharif,madhya pradesh,5910000.0,4450000,1000.7,933248100.0,1950300.0,0.812653061,37.67,27.477999999999998,74.154
Sunflower,2015,Rabi,madhya pradesh,1000.0,1000,1000.7,157910.0,330.0,1.0,0.74,23.018,34.456
Urad,2015,Kharif,madhya pradesh,937000.0,515000,1000.7,147961670.0,309210.0,0.554489796,37.67,27.477999999999998,74.154
Wheat,2015,Rabi,madhya pradesh,5914000.0,18408000,1000.7,933879740.0,1951620.0,2.961372549,0.74,23.018,34.456
Arhar/Tur,2015,Kharif,maharashtra,1236900.0,444200,875.7,195318879.0,408177.0,0.341470588,21.86,26.52,71.148
Bajra,2015,Kharif,maharashtra,800600.0,332900,875.7,126422746.0,264198.0,0.296,21.86,26.52,71.148
Castor seed,2015,Kharif,maharashtra,11426.0,2136,875.7,1804279.66,3770.58,0.239047619,21.86,26.52,71.148
Cotton(lint),2015,Kharif,maharashtra,4207200.0,3913930,875.7,664358952.0,1388376.0,0.8904,21.86,26.52,71.148
Gram,2015,Rabi,maharashtra,1442020.0,776680,875.7,227709378.2,475866.6,0.561515152,0.89,24.666,32.059999999999995
Groundnut,2015,Kharif,maharashtra,224500.0,216610,875.7,35450795.0,74085.0,0.627142857,21.86,26.52,71.148
Groundnut,2015,Summer,maharashtra,85308.0,116629,875.7,13470986.28,28151.64,1.226129032,1.56,31.395000000000003,35.39
Jowar,2015,Kharif,maharashtra,620800.0,368100,875.7,98030528.0,204864.0,0.638,21.86,26.52,71.148
Jowar,2015,Rabi,maharashtra,2596800.0,837100,875.7,410060688.0,856944.0,0.533846154,0.89,24.666,32.059999999999995
Linseed,2015,Rabi,maharashtra,16252.0,3988,875.7,2566353.32,5363.16,0.165,0.89,24.666,32.059999999999995
Maize,2015,Kharif,maharashtra,789100.0,1159800,875.7,124606781.0,260403.0,1.200833333,21.86,26.52,71.148
Maize,2015,Rabi,maharashtra,248690.0,460920,875.7,39270637.9,82067.7,1.55962963,0.89,24.666,32.059999999999995
Maize,2015,Summer,maharashtra,29100.0,39150,875.7,4595181.0,9603.0,1.352608696,1.56,31.395000000000003,35.39
Moong(Green Gram),2015,Kharif,maharashtra,365868.0,69032,875.7,57774215.88,120736.44,0.20030303,21.86,26.52,71.148
Moong(Green Gram),2015,Summer,maharashtra,2552.0,591,875.7,402986.32,842.16,0.203846154,1.56,31.395000000000003,35.39
Niger seed,2015,Kharif,maharashtra,12370.0,1867,875.7,1953346.7,4082.1,0.167727273,21.86,26.52,71.148
Other  Rabi pulses,2015,Rabi,maharashtra,92908.0,44306,875.7,14671102.28,30659.64,0.347692308,0.89,24.666,32.059999999999995
Other Kharif pulses,2015,Kharif,maharashtra,117702.0,36351,875.7,18586322.82,38841.66,0.346296296,21.86,26.52,71.148
Ragi,2015,Kharif,maharashtra,91700.0,92900,875.7,14480347.0,30261.0,0.895,21.86,26.52,71.148
Rice,2015,Kharif,maharashtra,1471400.0,2517100,875.7,232348774.0,485562.0,1.334583333,21.86,26.52,71.148
Rice,2015,Summer,maharashtra,31400.0,76000,875.7,4958374.0,10362.0,2.538888889,1.56,31.395000000000003,35.39
Safflower,2015,Rabi,maharashtra,56815.0,12753,875.7,8971656.65,18748.95,0.245,0.89,24.666,32.059999999999995
Sesamum,2015,Kharif,maharashtra,28141.0,3511,875.7,4443745.31,9286.53,0.134666667,21.86,26.52,71.148
Sesamum,2015,Rabi,maharashtra,1627.0,907,875.7,256919.57,536.91,0.568888889,0.89,24.666,32.059999999999995
Small millets,2015,Kharif,maharashtra,48200.0,16200,875.7,7611262.0,15906.0,0.294090909,21.86,26.52,71.148
Small millets,2015,Rabi,maharashtra,15840.0,4856,875.7,2501294.4,5227.2,0.403636364,0.89,24.666,32.059999999999995
Small millets,2015,Summer,maharashtra,12350.0,9870,875.7,1950188.5,4075.5,0.629285714,1.56,31.395000000000003,35.39
Soyabean,2015,Kharif,maharashtra,3702000.0,1794590,875.7,584582820.0,1221660.0,0.668928571,21.86,26.52,71.148
Sunflower,2015,Kharif,maharashtra,18532.0,2440,875.7,2926388.12,6115.56,0.108235294,21.86,26.52,71.148
Sunflower,2015,Rabi,maharashtra,28631.0,7250,875.7,4521121.21,9448.23,0.24826087,0.89,24.666,32.059999999999995
Sunflower,2015,Summer,maharashtra,1020.0,1335,875.7,161068.2,336.6,0.644,1.56,31.395000000000003,35.39
Urad,2015,Kharif,maharashtra,285900.0,61420,875.7,45146469.0,94347.0,0.323939394,21.86,26.52,71.148
Wheat,2015,Rabi,maharashtra,910854.0,981351,875.7,143832955.1,300581.82,1.0278125,0.89,24.666,32.059999999999995
other oilseeds,2015,Rabi,maharashtra,9154.0,2364,875.7,1445508.14,3020.82,0.317307692,0.89,24.666,32.059999999999995
other oilseeds,2015,Summer,maharashtra,307.0,340,875.7,48478.37,101.31,0.68,1.56,31.395000000000003,35.39
Arhar/Tur,2015,Kharif,punjab,2600.0,2630,512.6,410566.0,858.0,1.00625,18.38,30.639999999999997,50.989999999999995
Barley,2015,Rabi,punjab,9000.0,33300,512.6,1421190.0,2970.0,3.621428571,2.26,17.698,39.327999999999996
Cotton(lint),2015,Kharif,punjab,339000.0,393000,512.6,53531490.0,111870.0,1.264444444,18.38,30.639999999999997,50.989999999999995
Gram,2015,Rabi,punjab,1700.0,2180,512.6,268447.0,561.0,1.2575,2.26,17.698,39.327999999999996
Groundnut,2015,Kharif,punjab,1000.0,1900,512.6,157910.0,330.0,1.9,18.38,30.639999999999997,50.989999999999995
Guar seed,2015,Kharif,punjab,48600.0,33440,512.6,7674426.0,16038.0,0.8225,18.38,30.639999999999997,50.989999999999995
Maize,2015,Kharif,punjab,115000.0,424000,512.6,18159650.0,37950.0,3.759230769,18.38,30.639999999999997,50.989999999999995
Masoor,2015,Rabi,punjab,600.0,420,512.6,94746.0,198.0,0.65,2.26,17.698,39.327999999999996
Moong(Green Gram),2015,Kharif,punjab,6400.0,4290,512.6,1010624.0,2112.0,0.699230769,18.38,30.639999999999997,50.989999999999995
Peas & beans (Pulses),2015,Rabi,punjab,3500.0,5300,512.6,552685.0,1155.0,1.475,2.26,17.698,39.327999999999996
Rapeseed &Mustard,2015,Rabi,punjab,31000.0,41800,512.6,4895210.0,10230.0,1.329411765,2.26,17.698,39.327999999999996
Rice,2015,Kharif,punjab,2975000.0,11823000,512.6,469782250.0,981750.0,3.923181818,18.38,30.639999999999997,50.989999999999995
Sesamum,2015,Kharif,punjab,4700.0,1550,512.6,742177.0,1551.0,0.352727273,18.38,30.639999999999997,50.989999999999995
Urad,2015,Kharif,punjab,2000.0,1080,512.6,315820.0,660.0,0.614,18.38,30.639999999999997,50.989999999999995
Wheat,2015,Rabi,punjab,3508000.0,16077000,512.6,553948280.0,1157640.0,4.552272727,2.26,17.698,39.327999999999996
Arhar/Tur,2015,Kharif,telangana,247514.0,103903,747.9,39084935.74,81679.62,0.496666667,12.02,27.57,67.05
Arhar/Tur,2015,Rabi,telangana,1415.0,937,747.9,223442.65,466.95,0.5225,0.2,26.032,42.204
Bajra,2015,Kharif,telangana,1632.0,1531,747.9,257709.12,538.56,0.882,12.02,27.57,67.05
Bajra,2015,Rabi,telangana,4268.0,4003,747.9,673959.88,1408.44,0.864,0.2,26.032,42.204
Banana,2015,Kharif,telangana,1756.0,84008,747.9,277289.96,579.48,48.41333333,12.02,27.57,67.05
Cashewnut,2015,Kharif,telangana,3036.0,2146,747.9,479414.76,1001.88,0.71,12.02,27.57,67.05
Castor seed,2015,Kharif,telangana,47373.0,16948,747.9,7480670.43,15633.09,0.34875,12.02,27.57,67.05
Castor seed,2015,Rabi,telangana,601.0,213,747.9,94903.91,198.33,0.338,0.2,26.032,42.204
Coriander,2015,Kharif,telangana,11.0,8,747.9,1737.01,3.63,0.73,12.02,27.57,67.05
Coriander,2015,Rabi,telangana,998.0,382,747.9,157594.18,329.34,0.402857143,0.2,26.032,42.204
Cotton(lint),2015,Kharif,telangana,1773256.0,3733072,747.9,280014855.0,585174.48,1.973333333,12.02,27.57,67.05
Cowpea(Lobia),2015,Kharif,telangana,2167.0,1135,747.9,342190.97,715.11,0.511666667,12.02,27.57,67.05
Cowpea(Lobia),2015,Rabi,telangana,6021.0,16132,747.9,950776.11,1986.93,2.523333333,0.2,26.032,42.204
Dry chillies,2015,Kharif,telangana,65188.0,182753,747.9,10293837.08,21512.04,2.255555556,12.02,27.57,67.05
Dry chillies,2015,Rabi,telangana,16409.0,44857,747.9,2591145.19,5414.97,2.717777778,0.2,26.032,42.204
Garlic,2015,Rabi,telangana,285.0,1009,747.9,45004.35,94.05,3.5225,0.2,26.032,42.204
Ginger,2015,Kharif,telangana,1822.0,11862,747.9,287712.02,601.26,5.5225,12.02,27.57,67.05
Ginger,2015,Rabi,telangana,6.0,39,747.9,947.46,1.98,6.5,0.2,26.032,42.204
Gram,2015,Rabi,telangana,69846.0,50357,747.9,11029381.86,23049.18,0.917777778,0.2,26.032,42.204
Groundnut,2015,Kharif,telangana,13470.0,21503,747.9,2127047.7,4445.1,1.348333333,12.02,27.57,67.05
Groundnut,2015,Rabi,telangana,114331.0,184409,747.9,18054008.21,37729.23,1.725555556,0.2,26.032,42.204
Horse-gram,2015,Kharif,telangana,510.0,110,747.9,80534.1,168.3,0.22,12.02,27.57,67.05
Horse-gram,2015,Rabi,telangana,1530.0,684,747.9,241602.3,504.9,0.418888889,0.2,26.032,42.204
Jowar,2015,Kharif,telangana,45161.0,50527,747.9,7131373.51,14903.13,0.96,12.02,27.57,67.05
Jowar,2015,Rabi,telangana,31197.0,25176,747.9,4926318.27,10295.01,0.867777778,0.2,26.032,42.204
Linseed,2015,Rabi,telangana,7.0,3,747.9,1105.37,2.31,0.43,0.2,26.032,42.204
Maize,2015,Kharif,telangana,454308.0,1161260,747.9,71739776.28,149921.64,2.983333333,12.02,27.57,67.05
Maize,2015,Rabi,telangana,118486.0,589814,747.9,18710124.26,39100.38,4.658888889,0.2,26.032,42.204
Masoor,2015,Rabi,telangana,46.0,16,747.9,7263.86,15.18,0.35,0.2,26.032,42.204
Moong(Green Gram),2015,Kharif,telangana,411094.0,421667,747.9,64915853.54,135661.02,1.773333333,12.02,27.57,67.05
Moong(Green Gram),2015,Rabi,telangana,152891.0,213712,747.9,24143017.81,50454.03,1.04,0.2,26.032,42.204
Onion,2015,Kharif,telangana,5269.0,74452,747.9,832027.79,1738.77,13.5075,12.02,27.57,67.05
Onion,2015,Rabi,telangana,10462.0,315376,747.9,1652054.42,3452.46,28.95888889,0.2,26.032,42.204
Other  Rabi pulses,2015,Rabi,telangana,54.0,21,747.9,8527.14,17.82,0.305,0.2,26.032,42.204
Other Kharif pulses,2015,Kharif,telangana,100.0,37,747.9,15791.0,33.0,0.343333333,12.02,27.57,67.05
Potato,2015,Rabi,telangana,2220.0,28466,747.9,350560.2,732.6,13.8,0.2,26.032,42.204
Ragi,2015,Kharif,telangana,742.0,404,747.9,117169.22,244.86,0.666666667,12.02,27.57,67.05
Ragi,2015,Rabi,telangana,178.0,110,747.9,28107.98,58.74,0.663333333,0.2,26.032,42.204
Rapeseed &Mustard,2015,Rabi,telangana,1365.0,1665,747.9,215547.15,450.45,1.023333333,0.2,26.032,42.204
Rice,2015,Kharif,telangana,748713.0,2197030,747.9,118229269.8,247075.29,2.822222222,12.02,27.57,67.05
Rice,2015,Rabi,telangana,297475.0,850259,747.9,46974277.25,98166.75,2.785555556,0.2,26.032,42.204
Safflower,2015,Rabi,telangana,3855.0,2581,747.9,608743.05,1272.15,0.806,0.2,26.032,42.204
Sesamum,2015,Kharif,telangana,4012.0,148,747.9,633534.92,1323.96,0.068571429,12.02,27.57,67.05
Sesamum,2015,Rabi,telangana,9865.0,2770,747.9,1557782.15,3255.45,0.242857143,0.2,26.032,42.204
Small millets,2015,Kharif,telangana,1246.0,993,747.9,196755.86,411.18,0.8,12.02,27.57,67.05
Small millets,2015,Rabi,telangana,64.0,51,747.9,10106.24,21.12,0.8,0.2,26.032,42.204
Soyabean,2015,Kharif,telangana,242802.0,251597,747.9,38340863.82,80124.66,1.063333333,12.02,27.57,67.05
Soyabean,2015,Rabi,telangana,394.0,420,747.9,62216.54,130.02,1.055,0.2,26.032,42.204
Sugarcane,2015,Kharif,telangana,34895.0,2404655,747.9,5510269.45,11515.35,70.39333333,12.02,27.57,67.05
Sunflower,2015,Kharif,telangana,910.0,828,747.9,143698.1,300.3,0.91,12.02,27.57,67.05
Sunflower,2015,Rabi,telangana,10637.0,12502,747.9,1679688.67,3510.21,1.076666667,0.2,26.032,42.204
Sweet potato,2015,Rabi,telangana,87.0,1230,747.9,13738.17,28.71,13.3925,0.2,26.032,42.204
Tobacco,2015,Kharif,telangana,1512.0,3702,747.9,238759.92,498.96,3.676666667,12.02,27.57,67.05
Tobacco,2015,Rabi,telangana,4279.0,11455,747.9,675696.89,1412.07,3.42625,0.2,26.032,42.204
Turmeric,2015,Kharif,telangana,42535.0,184285,747.9,6716701.85,14036.55,4.352222222,12.02,27.57,67.05
Urad,2015,Kharif,telangana,23955.0,11111,747.9,3782734.05,7905.15,0.485,12.02,27.57,67.05
Urad,2015,Rabi,telangana,8126.0,6400,747.9,1283176.66,2681.58,0.77,0.2,26.032,42.204
Wheat,2015,Rabi,telangana,4952.0,16902,747.9,781970.32,1634.16,2.9475,0.2,26.032,42.204
other oilseeds,2015,Kharif,telangana,3894.0,83261,747.9,614901.54,1285.02,21.38,12.02,27.57,67.05
Arhar/Tur,2015,Kharif,uttar pradesh,264746.0,182359,596.7,41806040.86,87366.18,0.721666667,17.830000000000002,31.092000000000002,56.406000000000006
Bajra,2015,Kharif,uttar pradesh,974881.0,1775698,596.7,153943458.7,321710.73,1.444126984,17.830000000000002,31.092000000000002,56.406000000000006
Banana,2015,Summer,uttar pradesh,4582.0,203406,596.7,723543.62,1512.06,44.39435897,1.9700000000000002,32.185,32.2
Barley,2015,Rabi,uttar pradesh,124744.0,270200,596.7,19698325.04,41165.52,2.110140845,0.94,21.369999999999997,29.97
Coriander,2015,Rabi,uttar pradesh,7474.0,2575,596.7,1180219.34,2466.42,0.34559322,0.94,21.369999999999997,29.97
Cotton(lint),2015,Kharif,uttar pradesh,7688.0,2658,596.7,1214012.08,2537.04,0.307692308,17.830000000000002,31.092000000000002,56.406000000000006
Dry chillies,2015,Kharif,uttar pradesh,13547.0,10260,596.7,2139206.77,4470.51,0.76671875,17.830000000000002,31.092000000000002,56.406000000000006
Garlic,2015,Rabi,uttar pradesh,33599.0,193621,596.7,5305618.09,11087.67,5.782931034,0.94,21.369999999999997,29.97
Ginger,2015,Kharif,uttar pradesh,955.0,425,596.7,150804.05,315.15,0.411666667,17.830000000000002,31.092000000000002,56.406000000000006
Gram,2015,Rabi,uttar pradesh,267629.0,163409,596.7,42261295.39,88317.57,0.708461538,0.94,21.369999999999997,29.97
Groundnut,2015,Kharif,uttar pradesh,96912.0,65405,596.7,15303373.92,31980.96,0.785737705,17.830000000000002,31.092000000000002,56.406000000000006
Guar seed,2015,Kharif,uttar pradesh,1755.0,1444,596.7,277132.05,579.15,0.822888889,17.830000000000002,31.092000000000002,56.406000000000006
Jowar,2015,Kharif,uttar pradesh,154827.0,104769,596.7,24448731.57,51092.91,0.884310345,17.830000000000002,31.092000000000002,56.406000000000006
Linseed,2015,Rabi,uttar pradesh,16715.0,3194,596.7,2639465.65,5515.95,0.163870968,0.94,21.369999999999997,29.97
Maize,2015,Kharif,uttar pradesh,605036.0,1118656,596.7,95541234.76,199661.88,1.640133333,17.830000000000002,31.092000000000002,56.406000000000006
Maize,2015,Rabi,uttar pradesh,10620.0,23341,596.7,1677004.2,3504.6,2.162391304,0.94,21.369999999999997,29.97
Maize,2015,Summer,uttar pradesh,87544.0,161869,596.7,13824073.04,28889.52,1.851754386,1.9700000000000002,32.185,32.2
Masoor,2015,Rabi,uttar pradesh,334700.0,237749,596.7,52852477.0,110451.0,0.729066667,0.94,21.369999999999997,29.97
